,restaurant_name,restaurant_url,avg_review_score,reviews,type_of_cuisine,street,zip_code,city
170,Nur Kebap,https://www.lieferando.de/en/menu/nur-kebap-13349,4.0,420,"Italian style pizza, Döner, Ice cream",Müllerstraße 129,13349,Berlin
171,Bilakiss,https://www.lieferando.de/en/menu/bilakis,4.5,156,"Vegetarian, Döner, Salads",Wicherstrasse/Schönhauser Allee 00,10439,Berlin
172,Dar 4 - Sudanesische Spezialitäten,https://www.lieferando.de/en/menu/dar-4-sudanesische-spezialitaeten,4.5,254,"Sandwiches, Vegan, Falafel",Reinickendorfer Straße 95,13347,Berlin
173,Viet Nam & Sushi Bar,https://www.lieferando.de/en/menu/viet-nam-sushi-bar,4.5,659,"Sushi, Vietnamese, Japanese",Prenzlauer Allee 43,10405,Berlin
174,Pizzeria Allegro,https://www.lieferando.de/en/menu/pizzeria-allegro-reinickendorfer-strasse,3.5,29,"Italian, Italian style pizza, Pasta",Reinickendorfer Straße 8,13347,Berlin
175,Wilhelms Burger,https://www.lieferando.de/en/menu/wilhelms-burger,4.0,1150,"Snacks, American, Burgers",Wilhelmshavener Straße 3,10551,Berlin
176,McDonald's®,https://www.lieferando.de/en/menu/mcdonalds-berlin-hanne-sobek-platz,3.5,1677,"American, Burgers, Ice cream",Hanne-Sobek-Platz 1,13357,Berlin
177,Cana Restaurant & Catering,https://www.lieferando.de/en/menu/cana-restaurant-catering-berlin-mitte,4.5,207,"Vegetarian, Vegan, Arab",Neue Roßstraße 11-12,10179,Berlin
178,Thai Aroma,https://www.lieferando.de/en/menu/thai-aroma,4.5,322,"Thai, Vegetarian",Dunckerstraße 18,10437,Berlin
179,Formidable,https://www.lieferando.de/en/menu/formidable,4.5,299,"Snacks, Sandwiches, Flammkuchen",Schönhauser Allee 126,10437,Berlin
180,Lemon Grass Scent,https://www.lieferando.de/en/menu/lemon-grass-scent,4.5,333,"Thai, Vietnamese, Asian",Schwedter Straße 12,10119,Berlin
181,Nihombashi,https://www.lieferando.de/en/menu/nihombashi-weinbergsweg,3.5,166,"Sushi, Japanese, Asian",Weinbergsweg 4,10119,Berlin
182,Ristorante Al Mondo,https://www.lieferando.de/en/menu/al-mondo,4.0,4211,"Italian, Italian style pizza, Pasta",Mühsamstr. 45,10249,Berlin
183,Yogi indisches Restaurant,https://www.lieferando.de/en/menu/yogi-indisches-restaurant-berlin,4.0,5742,"Indian, Chicken, Vegan",Rathenower Str. 6,10559,Berlin
184,Pasta & Vino,https://www.lieferando.de/en/menu/pasta-vino-stargarder-strasse,4.5,172,"Salads, Pasta",Stargarder Straße 72,10437,Berlin
185,Pizza Max,https://www.lieferando.de/en/menu/pizza-max-berlin-luderitzstr,4.0,133,"Italian style pizza, Burgers, Pasta",Lüderitzstraße 3,13351,Berlin
186,Nusantara Restaurant,https://www.lieferando.de/en/menu/nusantara,4.5,259,"Indonesian, Asian, Noodles",Turmstraße 18,10559,Berlin
187,Restaurant Lichtburg,https://www.lieferando.de/en/menu/restaurant-lichtburg,4.5,153,"German dishes, Pasta, Schnitzel",Behmstraße 9,13357,Berlin
188,7 Dumpling,https://www.lieferando.de/en/menu/7-dumpling-schoenhauser-allee,4.5,492,"Vegetarian, Dumplings, Asian",Schönhauser Allee 122,10437,Berlin
189,Alt-Berliner Gasthaus Julchen Hoppe,https://www.lieferando.de/en/menu/restaurant-julchen-hoppe,4.5,1037,"Vegetarian, Fish, German",Rathausstraße 25,10178,Berlin
190,Datscha,https://www.lieferando.de/en/menu/datscha-prenzlauer-berg,4.5,174,"Vegetarian, Russian, Vegan",Stargarder Straße 24,10437,Berlin
191,Taktiek,https://www.lieferando.de/en/menu/taktiek,4.5,857,"Vegan, Salads, Poke bowl",Göhrener Str. 6,10437,Berlin
192,Foodland,https://www.lieferando.de/en/menu/foodland-berlin,4.5,316,"Turkish, Burgers, Döner",Residenzstraße 85,13409,Berlin
193,Neapizza 1889,https://www.lieferando.de/en/menu/schrittfahren,4.5,143,"Italian style pizza, Vegan",Chausseestraße 49,10115,Berlin
194,Berlin Cigköfte Vegan,https://www.lieferando.de/en/menu/cikoefte-vegan-berlin,4.5,211,"Vegan, Wraps",Kottbusser Damm 70,10967,Berlin
195,Jinbu Sushi,https://www.lieferando.de/en/menu/jinbu-sushi,4.5,138,"Sushi, Soups, Asian",Bertolt-Brecht-Platz 2,10117,Berlin
196,Pizza & Pasta Karamel's,https://www.lieferando.de/en/menu/karamels-online,4.5,244,"Italian style pizza, Vegetarian, Pasta",Otto-Suhr-Allee 106b,10585,Berlin
197,Zweistrom,https://www.lieferando.de/en/menu/zweistrom,4.5,253,"Vegetarian, Lebanese, Falafel",Danziger Str. 18,10435,Berlin
198,Pho Co,https://www.lieferando.de/en/menu/pho-co-rosa-luxemburg-strasse,4.5,101,"Vietnamese, Asian",Rosa-Luxemburg-Straße 20,10178,Berlin
199,Darbar Indische Spezialitäten,https://www.lieferando.de/en/menu/darbar-indische-spezialitaeten,4.0,756,"Indian, Curry, Vegan",Wiclefstraße 42,10551,Berlin
200,Pizzas 'n Burgers STOP,https://www.lieferando.de/en/menu/pizzas-n-burgers-stop,4.0,51,"Snacks, Italian style pizza, Burgers",Danziger Straße 12,10435,Berlin
201,Arata- Sushi & More,https://www.lieferando.de/en/menu/arata-sushi-more,4.5,371,"Sushi, Japanese, Salads",Torstr. 223,10115,Berlin
202,Trancina,https://www.lieferando.de/en/menu/trancina,4.5,147,"Italian, Italian style pizza, Salads",Stargarder Str. 39,10437,Berlin
203,Marubi Ramen,https://www.lieferando.de/en/menu/marubi-rahmen,4.5,788,"Chinese, Japanese, Dumplings",Schönhauser Allee 177,10119,Berlin
204,Don Sushi 15,https://www.lieferando.de/en/menu/don-sushi-15,4.5,205,"Sushi, Salads, Asian",Brückenstr. 15,10179,Berlin
205,Minty 2,https://www.lieferando.de/en/menu/minty-2,4.5,119,"Sushi, Vietnamese, Vegan",Stargarder Strasse 22,10437,Berlin
206,Gate 57,https://www.lieferando.de/en/menu/gate-57-berlin,4.5,78,"Vegetarian, Vegan, Asian",Stargarder Str 14,10437,Berlin
207,Best Friends,https://www.lieferando.de/en/menu/best-friends-berlin-1,4.0,685,"Sushi, Vegetarian, Asian",Gleimstraße 10,10437,Berlin
208,Shezan - Indisches Restaurant,https://www.lieferando.de/en/menu/shezan-indisches-restaurant,4.5,948,"Indian, Vegetarian, Asian",Neue Roßstraße 13,10179,Berlin
209,Bistro Mola,https://www.lieferando.de/en/menu/bistro-mola,4.5,62,"Fish, Döner, Falafel",Badstraße 49a,13357,Berlin
210,Balli Holzkohlegrill Restaurant,https://www.lieferando.de/en/menu/balli-holzkohlegrill-restaurant,4.0,1300,"Turkish, Burgers, Döner",Sonnenallee 132,12059,Berlin
211,Mamay - vietnamesiche Küche und Teehaus,https://www.lieferando.de/en/menu/mamay-vietnamesiche-kueche-und-teehaus,4.5,543,"Vietnamese, Vegan",Schönhauser Allee 61,10437,Berlin
212,Köfteci Musti,https://www.lieferando.de/en/menu/koefteci-musti,4.5,110,"Turkish, Burgers, Sandwiches",Brüsseler Straße 51,13353,Berlin
213,Döner Center,https://www.lieferando.de/en/menu/doener-center,4.5,37,"Vegetarian, Döner, Falafel",Behmstraße 3,13357,Berlin
214,Café Journale,https://www.lieferando.de/en/menu/cafe-journale,4.0,39,"Italian style pizza, Salads, Pasta",Lindenstraße 37,10969,Berlin
215,Moloko,https://www.lieferando.de/en/menu/moloko,4.0,43,"Vegetarian, Burgers, Russian",Lettestraße 6,10437,Berlin
216,Fresh's,https://www.lieferando.de/en/menu/freshs-oranienburger-strasse,4.5,1039,"Italian style pizza, Wraps, Salads",Oranienburger Straße 13/13-14,10178,Berlin
217,Mozzarella & Pomodoro,https://www.lieferando.de/en/menu/mozzarella-pomodoro,4.5,57,"Italian style pizza, Vegan, Pasta",Torstraße 97,10119,Berlin
218,MOC,https://www.lieferando.de/en/menu/moc,4.5,414,"Chinese, Curry, Asian",Lychener Str. 28,10437,Berlin
219,Street Kitchen - Authentic Asian Food,https://www.lieferando.de/en/menu/street-kitchen-authentic-asian-food,4.5,73,"Vietnamese, Vegetarian, Asian",Schönhauser Allee 80,10439,Berlin
220,Chay Long,https://www.lieferando.de/en/menu/chay-long,4.5,204,"Vietnamese, Vegan, Asian",Raumerstr. 17,10437,Berlin
221,Ryong,https://www.lieferando.de/en/menu/ryong,4.5,143,"Vietnamese, Vegetarian, Asian",Torstrasse 59,10119,Berlin
222,Quantuan,https://www.lieferando.de/en/menu/quantuan,4.5,52,"Vietnamese, Vegan, Salads",Marienburger Str. 26B,10405,Berlin
223,Aiko - Sushi & Grillrestaurant,https://www.lieferando.de/en/menu/aiko-sushi-grillrestaurant,4.5,231,"Sushi, Vegan, Asian",Brunnenstraße 193,10119,Berlin
224,Aftab Persische Safranreis Bowl II,https://www.lieferando.de/en/menu/aftab-persische-safranreis-bowl-ii,4.5,139,"Vegetarian, Iranian",Kastanienallee 90,10435,Berlin
225,Döner Point,https://www.lieferando.de/en/menu/doner-point-leipziger-str,4.5,36,"Döner, 100% Halal, Falafel",Leipziger Straße 45,10117,Berlin
226,Food Brother,https://www.lieferando.de/en/menu/food-brother-berlin-rosenthaler-strasse,4.5,27,"Snacks, American, Burgers",Rosenthaler Straße 67,10119,Berlin
227,Leo Leo,https://www.lieferando.de/en/menu/leo-leo,4.0,1837,"American, Burgers, Beef",Müllerstraße 25,13353,Berlin
228,Ming Dynastie,https://www.lieferando.de/en/menu/ming-dynastie-new-owner,4.0,482,"Chinese, Dumplings, Asian",Brückenstraße 6,10179,Berlin
229,Cispace,https://www.lieferando.de/en/menu/cispace,4.5,82,"Vegetarian, Korean, Asian",Bugenhagenstraße 9,10551,Berlin
230,Hubertha vietnamesisches Restaurant und Cafe,https://www.lieferando.de/en/menu/hubertha,4.0,842,"Vietnamese, Vegetarian, Asian",Tegeler Strasse 31,13353,Berlin
231,Sucre et Sel,https://www.lieferando.de/en/menu/sucre-et-sel,4.0,211,"French, Steaks, Flammkuchen",Torstraße 132,10119,Berlin
232,Kaffee Kiana,https://www.lieferando.de/en/menu/kaffee-kiana,4.5,149,"Lunch, Vegetarian, Iranian",Prenzlauer Allee 38,10405,Berlin
233,Yokozuna Sushi,https://www.lieferando.de/en/menu/yokozuna-sushi,4.5,164,Sushi,Torstraße 41,10119,Berlin
234,Sushi Number 1,https://www.lieferando.de/en/menu/sushi-number-1,4.5,221,"Sushi, Vietnamese, Asian",Stargarder Straße 13,10437,Berlin
235,Restaurant Aposto,https://www.lieferando.de/en/menu/restaurant-aposto,4.5,121,"Italian style pizza, Salads, Pasta",Monbijouplatz 12,10178,Berlin
236,Basil,https://www.lieferando.de/en/menu/basil-1,4.5,88,"Vietnamese, Vegetarian, Gluten-free",Winsstraße 65,10405,Berlin
237,Curry 32,https://www.lieferando.de/en/menu/curry-32,4.5,53,"German, Burgers, Fries",Greifswalder Str. 32,10405,Berlin
238,Bamboo's Hut Asiatische Küche & Sushi Bar,https://www.lieferando.de/en/menu/bamboos-hut-asiatische-kueche-sushi-bar,4.5,236,"Sushi, Vietnamese, Asian",Georgenkirchstraße 3,10249,Berlin
239,Linh Linh Restaurant,https://www.lieferando.de/en/menu/cozy-time,4.5,108,"Vietnamese, Asian",Stresemannstr. 105,10963,Berlin
240,Schmuck's Restauration,https://www.lieferando.de/en/menu/schmucks-restauration,4.5,204,"German, German dishes, Salads",Brückenstraße 13,10179,Berlin
241,Eispatisserie Hokey Pokey,https://www.lieferando.de/en/menu/hokey-pokey,4.5,471,Ice cream,Stargarder Straße 73,10437,Berlin
242,Pizzeria Milano Trattoria,https://www.lieferando.de/en/menu/pizzeria-milano-trattoria,4.5,211,"Italian style pizza, Vegetarian, Pasta",Badstraße 45A,13357,Berlin
243,Choppaluna,https://www.lieferando.de/en/menu/choppaluna,4.5,39,"Lunch, Breakfast, Salads",Rudi-Dutschke-Straße 17,10969,Berlin
244,90's Pizza,https://www.lieferando.de/en/menu/90s-pizza,4.0,216,"Snacks, Italian style pizza, Pasta",Alt-Moabit 73A,10555,Berlin
245,Hanoi Bistro,https://www.lieferando.de/en/menu/hanoi-bistro-berlin,4.5,74,"Sushi, Vietnamese, Vegetarian",Arminiusstraße 2-4,10551,Berlin
246,Lee - Original Vietnamese Kitchen,https://www.lieferando.de/en/menu/lee-original-vietnamese-kitchen,4.5,18,"Sushi, Vietnamese, Asian",Große Hamburger Straße 21,10115,Berlin
247,Yummy Mummy,https://www.lieferando.de/en/menu/yummy-mummy,4.5,122,"Vegetarian, Vegan, Salads",Raumerstraße 12,10437,Berlin
248,Baklavaci Antepliogullari,https://www.lieferando.de/en/menu/baklavaci-antepliogullari-1,4.5,43,"Turkish, Desserts",Badstraße 57,13357,Berlin
249,Wrapublic,https://www.lieferando.de/en/menu/wrapublic-mitte,4.5,22,"100% Halal, Vegan, Wraps",Torstraße 118,10119,Berlin
250,Indian Village Berlin,https://www.lieferando.de/en/menu/indian-village-berlin-berlin,4.5,12,"Indian, Vegetarian, Vegan",Dircksenstraße 94,10178,Berlin
251,Vegan Living Quy Nguyen,https://www.lieferando.de/en/menu/vegan-living-quy-nguyen,4.5,14,"Vegetarian, Vegan, Asian",Oranienburger Straße 7,10178,Berlin
252,Domino's Pizza,https://www.lieferando.de/en/menu/dominos-pizza-berlin-wedding-gerichtstrasse,4.0,574,"Snacks, Italian style pizza, American style pizza",Gerichtstraße 41,13347,Berlin
253,DINER 67,https://www.lieferando.de/en/menu/diner-67,4.5,16,"Italian style pizza, Burgers, Pasta",Markgrafenstraße 67,10969,Berlin
254,Verona Italian Restaurant,https://www.lieferando.de/en/menu/verona-italian-restaurant,4.5,543,"Italian style pizza, Burgers, Pasta",Fischerinsel 5,10179,Berlin
255,Espresso House,https://www.lieferando.de/en/menu/espresso-house-berlin-dom-aquaree,4.5,25,"Breakfast, Café, Baked Goods",Karl-Liebknecht-Straße 5,10178,Berlin
256,La Criolla Empanadas,https://www.lieferando.de/en/menu/la-criolla-empanadas-1,4.5,83,Argentinian,Marienburger Straße 9,10405,Berlin
257,Prinzen Falafel,https://www.lieferando.de/en/menu/prinzen-falafel-bernauer-strasse,4.5,58,"Arab, Falafel, Syrian",Bernauer Straße 63-64,13355,Berlin
258,The Fiuty,https://www.lieferando.de/en/menu/the-fiuty,4.5,347,"Indonesian, Vegan, Asian",Kastanienallee 62,10119,Berlin
259,An's Tea House,https://www.lieferando.de/en/menu/ans-tea-house,4.5,30,"Drinks/Snacks, Desserts",Torstraße 41,10119,Berlin
260,Viet Village,https://www.lieferando.de/en/menu/viet-village-rosenthaler-str,4.5,74,"Vietnamese, Vegetarian, Asian",Rosenthaler Straße 50,10178,Berlin
261,Steinofen-Pizza to Go,https://www.lieferando.de/en/menu/steinofen-pizza-to-go,4.5,103,"Italian, Italian style pizza, Salads",Schönhauser Allee 123,10437,Berlin
262,Starbucks,https://www.lieferando.de/en/menu/starbucks-berlin-hackescher-markt,4.5,35,"Cake, Drinks/Snacks, Café",Neue Promenade 3,10178,Berlin
263,Kim999 Vietnamese Vegan & Veggie Cuisine,https://www.lieferando.de/en/menu/kim999-vietnamese-vegan-veggie-cuisine,4.5,138,"Vegetarian, Vegan, Asian",Mollstraße 31,10249,Berlin
264,Chaomin-Congee Restaurant,https://www.lieferando.de/en/menu/chaomin-congee-restaurant,4.5,82,"Vietnamese, Curry, Asian",Prenzlauer Allee 27A,10405,Berlin
265,Wraps Wraps,https://www.lieferando.de/en/menu/wraps-wraps,4.5,347,"Vegan, Wraps, Poke bowl",Pappelallee 9,10437,Berlin
266,CÀI Kitchen Berlin - Szechuan Vegan Bistro,https://www.lieferando.de/en/menu/cai-kitchen-berlin,4.5,23,"Chinese, Vegan, Dumplings",Schönhauser Allee 177A,10119,Berlin
267,+84 Asian Deli & Vegan Kitchen,https://www.lieferando.de/en/menu/84-asian-deli-vegan-kitchen,4.0,620,"Vietnamese, Vegetarian, Vegan",Habersaathstraße 52,10115,Berlin
268,Café Fleury,https://www.lieferando.de/en/menu/cafe-fleury,4.5,147,"French, Desserts, Soups",Weinbergsweg 20,10119,Berlin
269,Saaky,https://www.lieferando.de/en/menu/saaky,4.5,86,"100% Halal, Vegan, Falafel",Gleimstraße 37-38,10437,Berlin
270,Curry at the Wall Berlin Mitte,https://www.lieferando.de/en/menu/curry-at-the-wall-berlin-mitte,4.5,10,"Snacks, Lunch, German dishes",Zimmerstraße 100,10117,Berlin
271,Maide Manti - Halal Food Production,https://www.lieferando.de/en/menu/maide-manti-halal-food-production,4.5,30,Turkish,Schulstraße 18,13347,Berlin
272,Funk You,https://www.lieferando.de/en/menu/funk-you,4.5,7,"Wraps, Salads, Poke bowl",Rosenthaler Straße 23,10119,Berlin
273,Schäfer's,https://www.lieferando.de/en/menu/schaefers-berlin,4.5,5,"Snacks, Breakfast, Baked Goods",Luisenstraße 46,10117,Berlin
274,THE PHO BAR - BERLIN,https://www.lieferando.de/en/menu/the-pho-bar,4.5,662,"Sushi, Vegan, Asian",Rykesstraße 18,10405,Berlin
275,Falafel Sababa,https://www.lieferando.de/en/menu/falafel-sababa,4.5,27,"Vegan, Arab, Falafel",Kastanienallee 50,10119,Berlin
276,Döner Inn,https://www.lieferando.de/en/menu/doener-inn,4.5,18,"Italian style pizza, Turkish pizza, Döner",Alexanderplatz 8,10178,Berlin
277,Swing Kitchen,https://www.lieferando.de/en/menu/swing-kitchen-berlin-georgenstrasse,4.5,4,"Burgers, Vegan, Wraps",Georgenstraße 201,10117,Berlin
278,Army Food,https://www.lieferando.de/en/menu/army-food,4.5,49,"Russian, Salads",Mauerstr. 1,10117,Berlin
279,Mozzarella Bar & Bottega,https://www.lieferando.de/en/menu/mozzarella-bar-bottega,4.5,54,"Italian, Salads, Pasta",Auguststr. 34,10119,Berlin
280,Sunay Inegöl Köfteci,https://www.lieferando.de/en/menu/sun-ay-inegoel,4.5,48,"Turkish, Burgers",Schulstr. 115,13347,Berlin
281,Mogg,https://www.lieferando.de/en/menu/mogg,4.5,39,"American, Sandwiches, Salads",Auguststraße 11-13,10117,Berlin
282,Phuoc Restaurant,https://www.lieferando.de/en/menu/phuoc-restaurant,4.5,48,"Sushi, Vegetarian, Asian",Schivelbeiner Straße 26,10439,Berlin
283,Com Viet,https://www.lieferando.de/en/menu/com-viet-berlin,4.5,21,"Vietnamese, Soups, Asian",Münzstraße 3,10178,Berlin
284,Nem & More,https://www.lieferando.de/en/menu/nem-more,4.5,88,"Vietnamese, Curry, Asian",Brückenstraße 3,10179,Berlin
285,Falafel Aladdin,https://www.lieferando.de/en/menu/falafel-aladdin,4.5,115,"Arab, Falafel",Stargader Straße 50,10437,Berlin
286,BACK-FACTORY,https://www.lieferando.de/en/menu/back-factory-berlin-friedrichstrasse,4.5,30,"Snacks, Cake, Lunch",Friedrichstraße 207,10969,Berlin
287,Ali Baba,https://www.lieferando.de/en/menu/ali-baba-prenzlauer-berg,4.5,55,"Turkish, Italian style pizza, Arab",Danziger Str. 2,10435,Berlin
288,Little Green Rabbit,https://www.lieferando.de/en/menu/little-green-rabbit-checkpoint-charlie,4.5,11,"Vegetarian, Soups, Salads",Friedrichstraße 200,10117,Berlin
289,Tucano Coffee,https://www.lieferando.de/en/menu/tucano-coffee,4.5,18,"Cake, Sandwiches, Salads",Rahel-Hirsch-Straße 10,10557,Berlin
290,Besh,https://www.lieferando.de/en/menu/besh,4.5,32,"Indian, Vegetarian, Arab",Brückenstraße 15,10179,Berlin
291,Eat Culture,https://www.lieferando.de/en/menu/eat-culture,4.5,46,"Mexican, Vegetarian, Vegan",Dircksenstraße 2,10179,Berlin
292,Kiraku,https://www.lieferando.de/en/menu/kiraku,4.5,23,"Sushi, Japanese",Litfaßplatz 1,10178,Berlin
293,Bessma Food,https://www.lieferando.de/en/menu/bessma-food,3.5,8,"Italian style pizza, Sandwiches, 100% Halal",Reinickendorfer Straße 13,13347,Berlin
294,Bibi Mix,https://www.lieferando.de/en/menu/bibi-mix,4.5,54,"Chicken, Burgers, Asian",Rosa-Luxemburg-Straße 5,10178,Berlin
295,Planet Wein,https://www.lieferando.de/en/menu/planet-wein,4.5,69,Drinks,Mohrenstraße 30,10117,Berlin
296,Chopstix,https://www.lieferando.de/en/menu/chopstix,4.5,5,"Sushi, Vietnamese, Asian",Dircksenstr. 35,10178,Berlin
297,BACK-FACTORY,https://www.lieferando.de/en/menu/back-factory-berlin-brunnenstrasse,4.5,22,"Snacks, Cake, Lunch",Brunnenstraße 1+2,10119,Berlin
298,Zuckerberg - Traditional Candy Shop,https://www.lieferando.de/en/menu/zuckrerg-traditional-candy-shop,4.5,6,Desserts,Schönhauser Allee 128,10437,Berlin
299,Baffels Café and More,https://www.lieferando.de/en/menu/baffels-cafe-and-more,4.5,21,"American, Desserts, Pancakes",Gartenstraße 92,10115,Berlin
300,Burgerwood,https://www.lieferando.de/en/menu/burgerwood,4.5,21,"Burgers, Wraps, Salads",Reinhardtstraße 47,10117,Berlin
301,Little Green Rabbit,https://www.lieferando.de/en/menu/little-green-rabbit-unter-den-linden,4.5,27,"Vegetarian, Salads, Poke bowl",Unter den Linden 21,10117,Berlin
302,Kaffee mit Zucker,https://www.lieferando.de/en/menu/kaffee-mit-zucker,4.5,12,"Cake, Lunch",Perleberger Straße 65,10559,Berlin
303,Good'n Vegan im Mövenpick Hotel Berlin,https://www.lieferando.de/en/menu/goodn-vegan-im-moevenpick-hotel-berlin,4.5,60,"Burgers, Vegan, Poke bowl",Schöneberger Straße 3,10963,Berlin
304,Fatih Servet Döner,https://www.lieferando.de/en/menu/fatih-servet-doener,4.5,31,"Turkish, Vegetarian, Döner",Europaplatz / Hauptbahnhof Berlin 1,10557,Berlin
305,The 100 Cafe,https://www.lieferando.de/en/menu/the-100-cafe,4.5,35,"Vegan, Asian, Poke bowl",Danziger Straße 53,10435,Berlin
306,Lovely,https://www.lieferando.de/en/menu/lovely,4.5,65,Indian,Immanuelkirchstraße 29a,10405,Berlin
307,Guten Dag,https://www.lieferando.de/en/menu/guten-dag,4.0,554,"Chicken, Korean, Fries",Schönhauser Allee 71-72,10437,Berlin
308,Damaru Indische Spezialitäten,https://www.lieferando.de/en/menu/la-mama-noor,4.0,273,"Indian, Curry, Asian",Schnellerstrasse 112,12439,Berlin
309,Hatoki,https://www.lieferando.de/en/menu/hatoki-new-owner,4.0,886,"Sushi, Thai, Vietnamese",Grellstr. 74,10409,Berlin
310,Adora Döner Kumru,https://www.lieferando.de/en/menu/adora-doener-kumru,4.0,69,"Turkish, Vegetarian, Döner",Seestraße 44,13353,Berlin
311,Der neue Platzhirsch,https://www.lieferando.de/en/menu/der-neue-platzhirsch,4.0,212,"Vegetarian, German, German dishes",Granseer Strasse 6,10435,Berlin
312,Dao Nguyen Asia - Sushi,https://www.lieferando.de/en/menu/dao-nguyen-berlin,4.0,1959,"Chinese, Sushi, Thai",Kaiserin Augusta Allee 85,10589,Berlin
313,Örnek,https://www.lieferando.de/en/menu/oernek,3.5,131,"Turkish, Vegetarian, Beef",Prinzenallee 81,13357,Berlin
